   8.0000000e+02   3.3619727e+00   5.2981205e+00
   8.0100000e+02   3.3628177e+00   5.2986671e+00
   8.0200000e+02   3.3636548e+00   5.2992320e+00
   8.0300000e+02   3.3644917e+00   5.2997984e+00
   8.0400000e+02   3.3653385e+00   5.3003680e+00
   8.0500000e+02   3.3661670e+00   5.3009252e+00
   8.0600000e+02   3.3669990e+00   5.3014928e+00
   8.0700000e+02   3.3678419e+00   5.3020562e+00
   8.0800000e+02   3.3686756e+00   5.3025980e+00
   8.0900000e+02   3.3695034e+00   5.3031465e+00
   8.1000000e+02   3.3703290e+00   5.3036934e+00
   8.1100000e+02   3.3711635e+00   5.3042370e+00
   8.1200000e+02   3.3720007e+00   5.3047803e+00
   8.1300000e+02   3.3728356e+00   5.3053258e+00
   8.1400000e+02   3.3736654e+00   5.3058746e+00
   8.1500000e+02   3.3745044e+00   5.3064254e+00
   8.1600000e+02   3.3753333e+00   5.3069699e+00
   8.1700000e+02   3.3761639e+00   5.3075154e+00
   8.1800000e+02   3.3769966e+00   5.3080532e+00
   8.1900000e+02   3.3778376e+00   5.3085911e+00
   8.2000000e+02   3.3786801e+00   5.3091289e+00
   8.2100000e+02   3.3795362e+00   5.3096720e+00
   8.2200000e+02   3.3803762e+00   5.3102245e+00
   8.2300000e+02   3.3812092e+00   5.3107598e+00
   8.2400000e+02   3.3820535e+00   5.3113245e+00
   8.2500000e+02   3.3829063e+00   5.3118787e+00
   8.2600000e+02   3.3837548e+00   5.3124267e+00
   8.2700000e+02   3.3845968e+00   5.3129813e+00
   8.2800000e+02   3.3854319e+00   5.3135379e+00
   8.2900000e+02   3.3862872e+00   5.3140930e+00
   8.3000000e+02   3.3871364e+00   5.3146529e+00
   8.3100000e+02   3.3879965e+00   5.3152144e+00
   8.3200000e+02   3.3888747e+00   5.3157768e+00
   8.3300000e+02   3.3897244e+00   5.3163421e+00
   8.3400000e+02   3.3905733e+00   5.3169100e+00
   8.3500000e+02   3.3914291e+00   5.3174789e+00
   8.3600000e+02   3.3922826e+00   5.3180501e+00
   8.3700000e+02   3.3931360e+00   5.3186228e+00
   8.3800000e+02   3.3939914e+00   5.3192007e+00
   8.3900000e+02   3.3948344e+00   5.3197803e+00
   8.4000000e+02   3.3956912e+00   5.3203566e+00
   8.4100000e+02   3.3965426e+00   5.3209352e+00
   8.4200000e+02   3.3973946e+00   5.3215198e+00
   8.4300000e+02   3.3982507e+00   5.3221057e+00
   8.4400000e+02   3.3991007e+00   5.3226996e+00
   8.4500000e+02   3.3999507e+00   5.3232959e+00
   8.4600000e+02   3.4007819e+00   5.3238742e+00
   8.4700000e+02   3.4016145e+00   5.3244743e+00
   8.4800000e+02   3.4024383e+00   5.3250706e+00
   8.4900000e+02   3.4032749e+00   5.3256671e+00
   8.5000000e+02   3.4041074e+00   5.3262485e+00
   8.5100000e+02   3.4049367e+00   5.3268451e+00
   8.5200000e+02   3.4057651e+00   5.3274437e+00
   8.5300000e+02   3.4065749e+00   5.3280348e+00
   8.5400000e+02   3.4073928e+00   5.3286398e+00
   8.5500000e+02   3.4082105e+00   5.3292296e+00
   8.5600000e+02   3.4090238e+00   5.3298260e+00
   8.5700000e+02   3.4098291e+00   5.3304310e+00
   8.5800000e+02   3.4106415e+00   5.3310368e+00
   8.5900000e+02   3.4114639e+00   5.3316437e+00
   8.6000000e+02   3.4122724e+00   5.3322324e+00
   8.6100000e+02   3.4130772e+00   5.3328268e+00
   8.6200000e+02   3.4138860e+00   5.3334326e+00
   8.6300000e+02   3.4147057e+00   5.3340396e+00
   8.6400000e+02   3.4155110e+00   5.3346362e+00
   8.6500000e+02   3.4163121e+00   5.3352417e+00
   8.6600000e+02   3.4171215e+00   5.3358473e+00
   8.6700000e+02   3.4179227e+00   5.3364557e+00
   8.6800000e+02   3.4187286e+00   5.3419841e+00
   8.6900000e+02   3.4195277e+00   5.3425795e+00
   8.7000000e+02   3.4203251e+00   5.3431734e+00
   8.7100000e+02   3.4211208e+00   5.3437664e+00
   8.7200000e+02   3.4219159e+00   5.3443600e+00
   8.7300000e+02   3.4227250e+00   5.3449572e+00
   8.7400000e+02   3.4235115e+00   5.3455476e+00
   8.7500000e+02   3.4243113e+00   5.3461403e+00
   8.7600000e+02   3.4251028e+00   5.3467373e+00
   8.7700000e+02   3.4258996e+00   5.3473344e+00
   8.7800000e+02   3.4267051e+00   5.3479303e+00
   8.7900000e+02   3.4275113e+00   5.3485228e+00
   8.8000000e+02   3.4283213e+00   5.3491170e+00
   8.8100000e+02   3.4291370e+00   5.3497030e+00
   8.8200000e+02   3.4299381e+00   5.3502892e+00
   8.8300000e+02   3.4307393e+00   5.3508850e+00
   8.8400000e+02   3.4315423e+00   5.3514787e+00
   8.8500000e+02   3.4323449e+00   5.3520685e+00
   8.8600000e+02   3.4331595e+00   5.3526553e+00
   8.8700000e+02   3.4339557e+00   5.3532379e+00
   8.8800000e+02   3.4347607e+00   5.3538165e+00
   8.8900000e+02   3.4355650e+00   5.3543990e+00
   8.9000000e+02   3.4363551e+00   5.3549775e+00
   8.9100000e+02   3.4371436e+00   5.3555466e+00
   8.9200000e+02   3.4379291e+00   5.3561198e+00
   8.9300000e+02   3.4387235e+00   5.3566928e+00
   8.9400000e+02   3.4395096e+00   5.3572691e+00
   8.9500000e+02   3.4402898e+00   5.3578362e+00
   8.9600000e+02   3.4410963e+00   5.3583934e+00
   8.9700000e+02   3.4418946e+00   5.3589639e+00
   8.9800000e+02   3.4426948e+00   5.3595169e+00
   8.9900000e+02   3.4434982e+00   5.3600769e+00
   9.0000000e+02   3.4443020e+00   5.3606393e+00
   9.0100000e+02   3.4451027e+00   5.3611997e+00
   9.0200000e+02   3.4458993e+00   5.3617554e+00
   9.0300000e+02   3.4466927e+00   5.3623083e+00
   9.0400000e+02   3.4474940e+00   5.3628633e+00
   9.0500000e+02   3.4482940e+00   5.3634236e+00
   9.0600000e+02   3.4491032e+00   5.3639821e+00
   9.0700000e+02   3.4499119e+00   5.3645424e+00
   9.0800000e+02   3.4507209e+00   5.3651056e+00
   9.0900000e+02   3.4515237e+00   5.3656655e+00
   9.1000000e+02   3.4523152e+00   5.3662324e+00
   9.1100000e+02   3.4531277e+00   5.3667894e+00
   9.1200000e+02   3.4539051e+00   5.3673660e+00
   9.1300000e+02   3.4546943e+00   5.3679310e+00
   9.1400000e+02   3.4554924e+00   5.3685015e+00
   9.1500000e+02   3.4562827e+00   5.3690773e+00
   9.1600000e+02   3.4570707e+00   5.3696626e+00
   9.1700000e+02   3.4578611e+00   5.3702431e+00
   9.1800000e+02   3.4586458e+00   5.3708305e+00
   9.1900000e+02   3.4594289e+00   5.3714293e+00
   9.2000000e+02   3.4602114e+00   5.3720316e+00
   9.2100000e+02   3.4609908e+00   5.3726288e+00
   9.2200000e+02   3.4617673e+00   5.3732303e+00
   9.2300000e+02   3.4625431e+00   5.3738429e+00
   9.2400000e+02   3.4633165e+00   5.3744580e+00
   9.2500000e+02   3.4640885e+00   5.3750735e+00
   9.2600000e+02   3.4648546e+00   5.3756977e+00
   9.2700000e+02   3.4656191e+00   5.3763214e+00
   9.2800000e+02   3.4663879e+00   5.3769507e+00
   9.2900000e+02   3.4671545e+00   5.3775946e+00
   9.3000000e+02   3.4679144e+00   5.3782290e+00
   9.3100000e+02   3.4686730e+00   5.3788753e+00
   9.3200000e+02   3.4694217e+00   5.3795161e+00
   9.3300000e+02   3.4701687e+00   5.3801586e+00
   9.3400000e+02   3.4709381e+00   5.3808080e+00
   9.3500000e+02   3.4716815e+00   5.3814588e+00
   9.3600000e+02   3.4724303e+00   5.3821128e+00
   9.3700000e+02   3.4731792e+00   5.3827713e+00
   9.3800000e+02   3.4739476e+00   5.3834273e+00
   9.3900000e+02   3.4746976e+00   5.3840856e+00
   9.4000000e+02   3.4754462e+00   5.3847507e+00
   9.4100000e+02   3.4762040e+00   5.3854308e+00
   9.4200000e+02   3.4769452e+00   5.3860947e+00
   9.4300000e+02   3.4777052e+00   5.3867740e+00
   9.4400000e+02   3.4784583e+00   5.3874340e+00
   9.4500000e+02   3.4792012e+00   5.3881219e+00
   9.4600000e+02   3.4799441e+00   5.3887717e+00
   9.4700000e+02   3.4806855e+00   5.3894461e+00
   9.4800000e+02   3.4814510e+00   5.3901194e+00
   9.4900000e+02   3.4822087e+00   5.3907925e+00
   9.5000000e+02   3.4829530e+00   5.3914651e+00
   9.5100000e+02   3.4836960e+00   5.3921423e+00
   9.5200000e+02   3.4844519e+00   5.3928222e+00
   9.5300000e+02   3.4851978e+00   5.3934936e+00
   9.5400000e+02   3.4859439e+00   5.3941664e+00
   9.5500000e+02   3.4866868e+00   5.3948395e+00
   9.5600000e+02   3.4826708e+00   5.3955056e+00
   9.5700000e+02   3.4834264e+00   5.3961792e+00
   9.5800000e+02   3.4841837e+00   5.3968498e+00
   9.5900000e+02   3.4849429e+00   5.3975106e+00
   9.6000000e+02   3.4857016e+00   5.3981746e+00
   9.6100000e+02   3.4864564e+00   5.3988411e+00
   9.6200000e+02   3.4872196e+00   5.3995023e+00
   9.6300000e+02   3.4879799e+00   5.4001655e+00
   9.6400000e+02   3.4887351e+00   5.4008201e+00
   9.6500000e+02   3.4894902e+00   5.4014756e+00
   9.6600000e+02   3.4902468e+00   5.4021260e+00
   9.6700000e+02   3.4910073e+00   5.4027865e+00
   9.6800000e+02   3.4917655e+00   5.4034335e+00
   9.6900000e+02   3.4925334e+00   5.4040783e+00
   9.7000000e+02   3.4933002e+00   5.4047159e+00
   9.7100000e+02   3.4940554e+00   5.4053545e+00
   9.7200000e+02   3.4948128e+00   5.4059954e+00
   9.7300000e+02   3.4955740e+00   5.4066230e+00
   9.7400000e+02   3.4963387e+00   5.4072503e+00
   9.7500000e+02   3.4971080e+00   5.4078792e+00
   9.7600000e+02   3.4978813e+00   5.4085072e+00
   9.7700000e+02   3.4986491e+00   5.4091342e+00
   9.7800000e+02   3.5001804e+00   5.4097598e+00
   9.7900000e+02   3.5017199e+00   5.4103843e+00
   9.8000000e+02   3.5032598e+00   5.4110087e+00
   9.8100000e+02   3.5047924e+00   5.4116280e+00
   9.8200000e+02   3.5063204e+00   5.4122590e+00
   9.8300000e+02   3.5078597e+00   5.4128791e+00
   9.8400000e+02   3.5094127e+00   5.4135015e+00
   9.8500000e+02   3.5109502e+00   5.4141270e+00
   9.8600000e+02   3.5125074e+00   5.4147516e+00
   9.8700000e+02   3.5140580e+00   5.4153928e+00
   9.8800000e+02   3.5156005e+00   5.4160156e+00
   9.8900000e+02   3.5171442e+00   5.4166436e+00
   9.9000000e+02   3.5186955e+00   5.4172693e+00
   9.9100000e+02   3.5202505e+00   5.4179017e+00
   9.9200000e+02   3.5218047e+00   5.4185323e+00
   9.9300000e+02   3.5233525e+00   5.4191650e+00
   9.9400000e+02   3.5249041e+00   5.4198084e+00
