# Time: 2021-11-07 15:55:40.685000
# Computer: 686DR2
# Program commandline: ['pol_hp_calib.py']
# cwd: C:\Python\de_v3
#
# 2*theta, 2*phi, pm1, pm2
0.000000	0.000000	54.710300	171.198518
0.000000	18.000000	54.786670	171.198518
0.000000	36.000000	54.786970	171.198518
0.000000	54.000000	54.812330	171.198518
0.000000	72.000000	54.785550	171.198518
0.000000	90.000000	54.737830	171.198518
0.000000	108.000000	54.700710	171.159102
0.000000	126.000000	54.620360	171.080299
0.000000	144.000000	54.501250	171.080299
0.000000	162.000000	54.472410	171.119696
0.000000	180.000000	54.425220	171.080299
0.000000	198.000000	54.364730	171.080299
0.000000	216.000000	54.319370	171.080299
0.000000	234.000000	54.360120	171.040911
0.000000	252.000000	54.339560	171.040911
0.000000	270.000000	54.366860	171.080299
0.000000	288.000000	54.443310	171.080299
0.000000	306.000000	54.539570	171.080299
0.000000	324.000000	54.677040	171.080299
0.000000	342.000000	54.803340	171.080299
0.000000	360.000000	54.892560	171.040911
18.000000	0.000000	54.680740	171.080299
18.000000	18.000000	54.619130	171.080299
18.000000	36.000000	54.698830	171.159102
18.000000	54.000000	54.686510	171.159102
18.000000	72.000000	54.707230	171.198518
18.000000	90.000000	54.740940	171.159102
18.000000	108.000000	54.706290	171.159102
18.000000	126.000000	54.662050	171.159102
18.000000	144.000000	54.609390	171.159102
18.000000	162.000000	54.494470	171.159102
18.000000	180.000000	54.408810	171.159102
18.000000	198.000000	54.368400	171.159102
18.000000	216.000000	54.276030	171.119696
18.000000	234.000000	54.227680	171.119696
18.000000	252.000000	54.273820	171.119696
18.000000	270.000000	54.282060	171.159102
18.000000	288.000000	54.287640	171.198518
18.000000	306.000000	54.431770	171.198518
18.000000	324.000000	54.535980	171.159102
18.000000	342.000000	54.600440	171.119696
18.000000	360.000000	54.676100	171.119696
36.000000	0.000000	54.410500	171.119696
36.000000	18.000000	54.518820	171.080299
36.000000	36.000000	54.598120	171.119696
36.000000	54.000000	54.711350	171.080299
36.000000	72.000000	54.764380	171.080299
36.000000	90.000000	54.782510	171.080299
36.000000	108.000000	54.777680	171.080299
36.000000	126.000000	54.770450	171.080299
36.000000	144.000000	54.698240	171.119696
36.000000	162.000000	54.591070	171.080299
36.000000	180.000000	54.531410	171.040911
36.000000	198.000000	54.463350	171.080299
36.000000	216.000000	54.363080	171.080299
36.000000	234.000000	54.290380	171.080299
