# Time: 2021-11-07 16:25:12.766000
# Computer: 686DR2
# Program commandline: ['pol_scan3_hp8169a.py']
# cwd: C:\Python\de_v3
#
# 2*theta, 2*phi, mean darks, mean counts, mean power (uW)
0.000000	0.000000	12460.000000	205148.000000	152.791783
0.000000	18.000000	12716.000000	206128.000000	152.791783
0.000000	36.000000	12640.000000	206112.000000	152.791783
0.000000	54.000000	12393.000000	206138.000000	152.826969
0.000000	72.000000	12427.000000	206175.000000	152.862163
0.000000	90.000000	12632.000000	205833.000000	152.756606
0.000000	108.000000	12751.000000	207049.000000	152.721436
0.000000	126.000000	12488.000000	205544.000000	152.721436
0.000000	144.000000	12738.000000	205352.000000	152.721436
0.000000	162.000000	12599.000000	204902.000000	152.756606
0.000000	180.000000	12457.000000	205011.000000	152.756606
0.000000	198.000000	12559.000000	204181.000000	152.756606
0.000000	216.000000	12510.000000	203590.000000	152.791783
0.000000	234.000000	12536.000000	204178.000000	152.791783
0.000000	252.000000	12275.000000	203586.000000	152.756606
0.000000	270.000000	12735.000000	203915.000000	152.756606
0.000000	288.000000	12626.000000	204822.000000	152.756606
0.000000	306.000000	12434.000000	204135.000000	152.756606
0.000000	324.000000	12402.000000	205572.000000	152.756606
0.000000	342.000000	12383.000000	205020.000000	152.791783
0.000000	360.000000	12481.000000	206780.000000	152.826969
18.000000	0.000000	12494.000000	204953.000000	152.826969
18.000000	18.000000	12590.000000	205173.000000	152.826969
18.000000	36.000000	12483.000000	205476.000000	152.826969
18.000000	54.000000	12472.000000	206772.000000	152.826969
18.000000	72.000000	12511.000000	206262.000000	152.791783
18.000000	90.000000	12617.000000	206300.000000	152.826969
18.000000	108.000000	12418.000000	205940.000000	152.862163
18.000000	126.000000	12585.000000	206077.000000	152.826969
18.000000	144.000000	12613.000000	204601.000000	152.862163
18.000000	162.000000	12434.000000	205040.000000	152.791783
18.000000	180.000000	12589.000000	204413.000000	152.721436
18.000000	198.000000	12386.000000	204971.000000	152.721436
18.000000	216.000000	12426.000000	203837.000000	152.756606
18.000000	234.000000	12387.000000	203446.000000	152.791783
18.000000	252.000000	12652.000000	203993.000000	152.826969
18.000000	270.000000	12465.000000	204523.000000	152.826969
18.000000	288.000000	12300.000000	203482.000000	152.862163
18.000000	306.000000	12382.000000	204859.000000	152.826969
18.000000	324.000000	12627.000000	204437.000000	152.826969
18.000000	342.000000	12458.000000	205358.000000	152.862163
18.000000	360.000000	12584.000000	205950.000000	152.756606
36.000000	0.000000	12382.000000	204950.000000	152.826969
