# Time: 2021-11-09 16:54:56.532000
# Computer: 686DR2
# Program commandline: ['pol_hp_calib.py']
# cwd: C:\Python\de_v3
#
# 2*theta, 2*phi, pm1, pm2
0.000000	0.000000	55.818850	171.395731
0.000000	18.000000	55.895780	171.316818
0.000000	36.000000	55.938820	171.435201
0.000000	54.000000	56.003090	171.316818
0.000000	72.000000	55.993950	171.395731
0.000000	90.000000	55.957020	171.395731
0.000000	108.000000	55.901140	171.395731
0.000000	126.000000	55.806370	171.395731
0.000000	144.000000	55.723030	171.395731
0.000000	162.000000	55.622580	171.395731
0.000000	180.000000	55.537850	171.356270
0.000000	198.000000	55.508860	171.435201
0.000000	216.000000	55.451700	171.395731
0.000000	234.000000	55.453760	171.316818
0.000000	252.000000	55.477740	171.356270
0.000000	270.000000	55.551110	171.316818
0.000000	288.000000	55.628830	171.395731
0.000000	306.000000	55.711420	171.395731
0.000000	324.000000	55.824770	171.316818
0.000000	342.000000	55.937390	171.395731
0.000000	360.000000	56.049310	171.435201
18.000000	0.000000	55.729890	171.395731
18.000000	18.000000	55.830310	171.356270
18.000000	36.000000	55.915890	171.316818
18.000000	54.000000	55.985080	171.316818
18.000000	72.000000	55.992040	171.395731
18.000000	90.000000	55.957060	171.395731
18.000000	108.000000	55.930840	171.316818
18.000000	126.000000	55.877910	171.395731
18.000000	144.000000	55.786150	171.395731
18.000000	162.000000	55.709360	171.395731
18.000000	180.000000	55.628910	171.395731
18.000000	198.000000	55.542010	171.316818
18.000000	216.000000	55.483690	171.356270
18.000000	234.000000	55.448180	171.435201
18.000000	252.000000	55.438440	171.395731
18.000000	270.000000	55.482490	171.395731
18.000000	288.000000	55.523320	171.316818
18.000000	306.000000	55.620520	171.356270
18.000000	324.000000	55.714500	171.395731
18.000000	342.000000	55.835820	171.316818
18.000000	360.000000	55.933200	171.356270
36.000000	0.000000	55.597520	171.395731
36.000000	18.000000	55.736560	171.316818
36.000000	36.000000	55.820120	171.435201
36.000000	54.000000	55.921850	171.356270
36.000000	72.000000	55.996390	171.356270
36.000000	90.000000	56.024970	171.395731
36.000000	108.000000	56.009650	171.356270
36.000000	126.000000	55.964850	171.435201
36.000000	144.000000	55.893650	171.435201
36.000000	162.000000	55.807570	171.435201
36.000000	180.000000	55.699890	171.395731
36.000000	198.000000	55.596130	171.316818
36.000000	216.000000	55.497060	171.356270
36.000000	234.000000	55.436940	171.435201
36.000000	252.000000	55.392480	171.316818
36.000000	270.000000	55.387620	171.435201
36.000000	288.000000	55.394280	171.474680
36.000000	306.000000	55.489800	171.395731
36.000000	324.000000	55.607820	171.395731
36.000000	342.000000	55.721350	171.395731
36.000000	360.000000	55.844130	171.395731
54.000000	0.000000	55.537030	171.356270
54.000000	18.000000	55.700970	171.474680
54.000000	36.000000	55.841060	171.395731
54.000000	54.000000	55.949870	171.395731
54.000000	72.000000	56.048150	171.435201
54.000000	90.000000	56.094450	171.395731
54.000000	108.000000	56.117260	171.316818
54.000000	126.000000	56.075610	171.435201
54.000000	144.000000	55.997360	171.395731
54.000000	162.000000	55.913460	171.356270
54.000000	180.000000	55.782740	171.435201
54.000000	198.000000	55.675540	171.316818
54.000000	216.000000	55.549910	171.435201
54.000000	234.000000	55.476720	171.435201
54.000000	252.000000	55.428740	171.356270
54.000000	270.000000	55.395630	171.356270
54.000000	288.000000	55.383490	171.435201
54.000000	306.000000	55.451930	171.435201
54.000000	324.000000	55.550890	171.316818
54.000000	342.000000	55.657640	171.435201
54.000000	360.000000	55.800230	171.435201
72.000000	0.000000	55.505340	171.316818
72.000000	18.000000	55.654870	171.435201
72.000000	36.000000	55.813080	171.435201
72.000000	54.000000	55.951740	171.356270
72.000000	72.000000	56.060970	171.356270
72.000000	90.000000	56.130820	171.356270
72.000000	108.000000	56.155690	171.395731
72.000000	126.000000	56.117370	171.474680
72.000000	144.000000	56.041560	171.356270
72.000000	162.000000	55.950320	171.356270
72.000000	180.000000	55.832290	171.395731
72.000000	198.000000	55.715620	171.474680
72.000000	216.000000	55.584260	171.395731
72.000000	234.000000	55.487440	171.316818
72.000000	252.000000	55.406340	171.356270
72.000000	270.000000	55.375370	171.435201
72.000000	288.000000	55.375520	171.395731
72.000000	306.000000	55.430920	171.356270
72.000000	324.000000	55.508900	171.474680
72.000000	342.000000	55.625200	171.395731
72.000000	360.000000	55.759370	171.356270
90.000000	0.000000	55.520810	171.435201
90.000000	18.000000	55.673140	171.395731
90.000000	36.000000	55.833120	171.316818
90.000000	54.000000	55.967740	171.316818
90.000000	72.000000	56.064970	171.316818
90.000000	90.000000	56.124640	171.316818
90.000000	108.000000	56.152360	171.356270
90.000000	126.000000	56.140330	171.435201
90.000000	144.000000	56.066390	171.435201
90.000000	162.000000	55.964670	171.435201
90.000000	180.000000	55.848850	171.395731
90.000000	198.000000	55.725430	171.356270
90.000000	216.000000	55.598460	171.356270
90.000000	234.000000	55.496800	171.474680
90.000000	252.000000	55.420460	171.395731
90.000000	270.000000	55.393350	171.316818
90.000000	288.000000	55.398550	171.395731
90.000000	306.000000	55.444960	171.474680
90.000000	324.000000	55.546470	171.435201
90.000000	342.000000	55.663780	171.356270
90.000000	360.000000	55.803790	171.356270
108.000000	0.000000	55.600700	171.435201
108.000000	18.000000	55.740710	171.474680
108.000000	36.000000	55.888970	171.395731
108.000000	54.000000	56.011750	171.316818
108.000000	72.000000	56.115420	171.356270
108.000000	90.000000	56.190300	171.435201
108.000000	108.000000	56.220600	171.435201
108.000000	126.000000	56.188910	171.435201
108.000000	144.000000	56.102090	171.356270
