"Wavelength (nm)", "Reflectance"
188.78, -3.003436
189.53, -3.834586
190.28, -2.135022
191.03, -2.616255
191.78, -3.899704
192.53, -3.129199
193.28, -3.427022
194.03, -3.079049
194.79, -3.544161
195.54, -2.777708
196.29, -3.377353
197.04, -3.511385
197.79, -3.447299
198.54, -3.587741
199.29, -2.833334
200.04, -3.047485
200.79, -3.210018
201.54, -3.394343
202.29, -3.849426
203.04, -1.693239
203.79, -2.171042
204.54, -2.500023
205.29, -3.216343
206.03, -3.544235
206.78, -4.260947
207.53, -3.700233
208.28, -3.925219
209.03, -3.004915
209.78, -2.920865
210.53, -3.579546
211.28, -3.940107
212.03, -3.141769
212.78, -2.309148
213.52, -3.361124
214.27, -2.401659
215.02, -3.572804
215.77, -2.928888
216.52, -2.681712
217.27, -3.063534
218.02, -3.092168
218.76, -2.492778
219.51, -3.307005
220.26, -3.655594
221.01, -2.734284
221.76, -2.791688
222.5, -3.314425
223.25, -2.530141
224, -3.069257
224.75, -2.447227
225.49, -3.880138
226.24, -2.167377
226.99, -3.19442
227.73, -3.694922
228.48, -3.003482
229.23, -2.776119
229.98, -2.620946
230.72, -2.911795
231.47, -3.308185
232.22, -2.573588
232.96, -2.127444
233.71, -1.78378
234.46, -1.775629
235.2, -1.379807
235.95, -2.136628
236.69, -1.089664
237.44, -2.411159
238.19, -2.127736
238.93, -0.706559
239.68, -2.387299
240.43, -1.436142
241.17, -2.066667
241.92, -1.908288
242.66, -2.990449
243.41, -2.425645
244.15, -3.571707
244.9, -2.607782
245.64, -1.872287
246.39, -3.022705
247.13, -2.756034
247.88, -1.812048
248.62, -1.434128
249.37, -2.182013
250.11, -2.019098
250.86, -1.413332
251.6, -1.823553
252.35, -0.610314
253.09, -1299.510742
253.84, -1.160518
254.58, -5.011986
255.33, -0.612308
256.07, -0.629105
256.82, 0.229166
257.56, -1.071405
258.3, -0.27168
259.05, 0.195069
259.79, 0.159135
260.53, -0.053632
261.28, 0.297004
262.02, -0.014547
262.77, 0.122499
263.51, -0.08329
264.25, 0.208815
265, 0.258451
265.74, 0.334737
266.48, 0.22126
267.23, 0.341025
267.97, 0.06994
268.71, 0.200527
269.45, 0.230856
270.2, 0.365696
270.94, 0.311633
271.68, 0.250535
272.43, 0.279351
273.17, 0.341946
273.91, 0.333262
274.65, 0.313706
275.4, 0.34707
276.14, 0.289688
276.88, 0.303878
277.62, 0.296266
278.36, 0.269519
279.11, 0.28682
279.85, 0.319427
280.59, 0.308766
281.33, 0.315018
282.07, 0.322594
282.81, 0.372416
283.56, 0.313291
284.3, 0.349052
285.04, 0.381726
285.78, 0.388842
286.52, 0.362602
287.26, 0.390125
288, 0.406761
288.74, 0.392087
289.48, 0.386337
290.23, 0.404718
290.97, 0.363543
291.71, 0.367285
292.45, 0.399185
293.19, 0.384082
293.93, 0.387085
294.67, 0.372088
295.41, 0.389469
296.15, 0.400598
296.89, 0.400383
297.63, 0.388045
298.37, 0.400459
299.11, 0.403519
299.85, 0.391211
300.59, 0.382712
301.33, 0.403221
302.07, 0.389215
302.81, 0.38565
303.55, 0.396113
304.29, 0.388797
305.02, 0.388174
305.76, 0.38603
306.5, 0.393012
307.24, 0.403176
307.98, 0.3977
308.72, 0.3938
309.46, 0.392366
310.2, 0.394362
310.94, 0.391695
311.68, 0.391126
312.41, 0.395301
313.15, 0.401765
313.89, 0.390578
314.63, 0.394244
315.37, 0.397658
316.11, 0.394889
316.84, 0.394097
317.58, 0.393912
318.32, 0.390012
319.06, 0.390721
319.79, 0.388474
320.53, 0.388728
321.27, 0.388665
322.01, 0.394243
322.74, 0.393253
323.48, 0.393253
324.22, 0.394454
324.96, 0.393334
325.69, 0.396067
326.43, 0.393416
327.17, 0.389778
327.91, 0.38799
328.64, 0.387194
329.38, 0.389336
330.12, 0.387163
330.85, 0.390408
331.59, 0.388084
332.33, 0.386621
333.06, 0.383181
333.8, 0.388909
334.53, 0.393803
335.27, 0.390614
336.01, 0.389447
336.74, 0.386651
337.48, 0.384372
338.21, 0.386358
338.95, 0.383768
339.69, 0.383596
340.42, 0.380177
341.16, 0.379354
341.89, 0.384418
342.63, 0.382728
343.36, 0.383917
344.1, 0.379943
344.83, 0.381992
345.57, 0.381733
346.3, 0.380262
347.04, 0.382162
347.77, 0.384206
348.51, 0.382146
349.24, 0.382734
349.98, 0.383425
350.71, 0.379866
351.45, 0.378908
352.18, 0.376323
352.92, 0.375464
353.65, 0.380063
354.39, 0.378913
355.12, 0.374694
355.85, 0.371351
356.59, 0.373513
357.32, 0.374665
358.06, 0.372696
358.79, 0.375914
359.52, 0.376303
360.26, 0.377649
360.99, 0.375526
361.72, 0.371581
362.46, 0.369365
363.19, 0.368356
363.92, 0.367981
364.66, 0.365641
365.39, 0.36552
366.12, 0.367128
366.86, 0.365842
367.59, 0.363835
368.32, 0.363058
369.06, 0.363321
369.79, 0.360326
370.52, 0.359028
371.25, 0.357532
371.99, 0.355227
372.72, 0.35416
373.45, 0.355217
374.18, 0.354966
374.91, 0.352258
375.65, 0.353175
376.38, 0.353496
377.11, 0.353961
377.84, 0.35503
378.57, 0.353277
379.31, 0.352401
380.04, 0.352035
380.77, 0.34953
381.5, 0.350581
382.23, 0.350425
382.96, 0.348838
383.7, 0.34778
384.43, 0.348356
385.16, 0.347791
385.89, 0.346695
386.62, 0.346691
387.35, 0.347622
388.08, 0.346706
388.81, 0.347521
389.54, 0.346087
390.27, 0.344954
391, 0.344332
391.74, 0.343926
392.47, 0.342954
393.2, 0.342347
393.93, 0.340844
394.66, 0.339864
395.39, 0.340378
396.12, 0.34061
396.85, 0.339847
397.58, 0.338591
398.31, 0.337726
399.04, 0.338476
399.77, 0.338988
400.5, 0.338025
401.22, 0.337337
401.95, 0.3359
402.68, 0.334645
403.41, 0.334829
404.14, 0.334972
404.87, 0.335543
405.6, 0.335002
406.33, 0.334126
407.06, 0.33422
407.79, 0.333717
408.52, 0.33207
409.24, 0.330589
409.97, 0.329706
410.7, 0.328784
411.43, 0.326744
412.16, 0.325722
412.89, 0.32538
413.62, 0.324806
414.34, 0.324022
415.07, 0.322247
415.8, 0.320696
416.53, 0.320034
417.26, 0.319084
417.98, 0.318337
418.71, 0.317541
419.44, 0.316873
420.17, 0.316887
420.89, 0.315502
421.62, 0.313139
422.35, 0.311571
423.08, 0.310611
423.8, 0.30953
424.53, 0.307759
425.26, 0.305826
425.99, 0.304607
426.71, 0.303241
427.44, 0.301116
428.17, 0.29819
428.89, 0.295668
429.62, 0.293332
430.35, 0.290482
431.07, 0.287304
431.8, 0.284501
432.53, 0.281509
433.25, 0.27806
433.98, 0.274129
434.7, 0.269934
435.43, 0.265302
436.16, 0.260521
436.88, 0.255876
437.61, 0.25082
438.33, 0.245563
439.06, 0.240483
439.79, 0.235631
440.51, 0.230321
441.24, 0.224871
441.96, 0.219476
442.69, 0.215086
443.41, 0.211448
444.14, 0.208521
444.86, 0.205943
445.59, 0.203598
446.31, 0.201595
447.04, 0.200667
447.76, 0.201353
448.49, 0.202557
449.21, 0.204103
449.94, 0.20643
450.66, 0.210026
451.39, 0.213979
452.11, 0.218234
452.84, 0.223463
453.56, 0.230365
454.28, 0.237938
455.01, 0.24589
455.73, 0.254568
456.46, 0.26455
457.18, 0.275302
457.9, 0.2859
458.63, 0.296607
459.35, 0.307579
460.08, 0.319584
460.8, 0.331193
461.52, 0.343282
462.25, 0.354836
462.97, 0.365937
463.69, 0.376678
464.42, 0.388475
465.14, 0.400365
465.86, 0.411235
466.58, 0.422113
467.31, 0.433151
468.03, 0.443545
468.75, 0.452509
469.48, 0.461066
470.2, 0.470748
470.92, 0.480284
471.64, 0.489134
472.37, 0.497246
