"Wavelength (nm)", "Reflectance"
188.77, -3.295397
189.52, -3.394507
190.27, -2.142425
191.03, -3.234777
191.78, -3.050795
192.53, -3.626383
193.28, -2.699167
194.03, -2.595838
194.78, -2.855903
195.53, -2.784598
196.28, -3.50666
197.03, -3.230025
197.78, -3.083089
198.53, -2.072623
199.28, -2.467568
200.03, -3.297761
200.78, -3.8712
201.53, -3.191042
202.28, -3.2339
203.03, -3.176641
203.78, -2.501218
204.53, -3.529681
205.28, -3.421885
206.03, -2.884526
206.78, -3.230229
207.53, -4.521651
208.28, -3.552548
209.03, -2.755354
209.77, -2.629826
210.52, -3.123672
211.27, -3.895099
212.02, -3.384097
212.77, -3.413979
213.52, -2.739758
214.27, -3.669568
215.02, -2.416919
215.76, -3.33324
216.51, -2.264341
217.26, -2.810017
218.01, -2.345393
218.76, -2.649133
219.51, -2.683218
220.25, -2.826652
221, -2.768259
221.75, -2.784861
222.5, -3.184679
223.24, -2.564921
223.99, -2.037683
224.74, -2.646438
225.49, -1.541268
226.23, -3.224892
226.98, -2.088089
227.73, -2.102879
228.48, -2.593213
229.22, -1.557534
229.97, -2.697941
230.72, -2.506112
231.46, -2.825028
232.21, -2.892433
232.96, -3.322451
233.7, -2.063483
234.45, -2.4911
235.2, -1.226358
235.94, -2.024196
236.69, -1.804963
237.43, -1.711717
238.18, -1.744152
238.93, -1.111163
239.67, -2.202457
240.42, -1.963663
241.16, -2.676329
241.91, -2.004246
242.66, -2.049135
243.4, -1.962316
244.15, -1.5341
244.89, -1.533724
245.64, -1.81128
246.38, -2.022151
247.13, -2.49053
247.87, -2.534509
248.62, -1.787814
249.36, -1.708176
250.11, -1.585959
250.85, -1.521792
251.6, -1.849257
252.34, -1.433485
253.09, -1919.374146
253.83, -5.38028
254.58, -1.339034
255.32, -0.888282
256.06, -0.454697
256.81, -0.580185
257.55, -0.906508
258.3, -0.374046
259.04, -0.035152
259.78, -0.12068
260.53, 0.301321
261.27, -0.01343
262.02, 0.080027
262.76, -0.00115
263.5, 0.016341
264.25, 0.083794
264.99, 0.232064
265.73, 0.08572
266.48, 0.136232
267.22, 0.30102
