"Wavelength (nm)", "Reflectance"
188.77, -2.962004
189.52, -3.264293
190.27, -3.029816
191.03, -2.737697
191.78, -3.124155
192.53, -3.699809
193.28, -3.181144
194.03, -2.955605
194.78, -3.011374
195.53, -3.472418
196.28, -2.637201
197.03, -1.416207
197.78, -3.977027
198.53, -2.966906
199.28, -3.732025
200.03, -4.603729
200.78, -3.82
201.53, -3.0573
202.28, -2.688286
203.03, -4.153949
203.78, -2.037315
204.53, -2.406681
205.28, -4.028125
206.03, -3.037576
206.78, -3.835905
207.53, -3.480516
208.28, -3.293438
209.03, -2.33156
209.77, -3.19326
210.52, -3.522305
211.27, -2.073268
212.02, -2.877923
212.77, -2.784495
213.52, -2.315687
214.27, -2.793552
215.02, -2.567668
215.76, -3.155288
216.51, -2.948617
217.26, -2.796027
218.01, -3.686544
218.76, -2.470549
219.51, -2.751211
220.25, -3.757432
221, -3.083022
221.75, -2.072824
222.5, -2.514039
223.24, -2.42833
223.99, -3.747379
224.74, -2.428379
225.49, -1.814843
226.23, -1.945057
226.98, -2.442588
227.73, -0.380827
228.48, -2.743287
229.22, -2.03122
229.97, -2.484191
230.72, -2.494321
231.46, -1.611353
232.21, -2.242927
232.96, -2.755504
233.7, -2.173763
234.45, -2.522614
235.2, -2.758708
235.94, -2.096377
236.69, -2.74339
237.43, -2.768216
238.18, -2.132899
238.93, -2.996853
239.67, -2.00224
240.42, -2.198458
241.16, -2.516057
241.91, -1.92366
242.66, -2.648272
243.4, -1.319684
244.15, -1.977287
244.89, -1.816823
245.64, -0.8748
246.38, -1.326862
247.13, -1.915417
247.87, -0.968889
248.62, -2.448275
249.36, -1.956071
250.11, -1.418639
250.85, -1.562483
251.6, -1.053452
252.34, -0.803271
253.09, -897.551758
253.83, -6.379426
254.58, -2.614974
255.32, -0.772045
256.06, -0.862901
256.81, -0.998794
257.55, -0.993011
258.3, -0.436733
259.04, 0.079204
259.78, -0.31213
260.53, 0.102639
261.27, -0.020995
262.02, 0.123373
262.76, 0.320294
263.5, 0.001516
264.25, 0.237115
264.99, 0.150644
265.73, 0.241627
266.48, 0.00945
267.22, 0.241396
267.96, 0.072277
268.71, 0.04596
269.45, 0.191807
270.19, 0.298924
270.93, 0.297396
271.68, 0.161604
272.42, 0.334189
273.16, 0.283315
273.9, 0.25669
274.65, 0.311312
275.39, 0.232326
276.13, 0.317325
276.87, 0.300138
277.62, 0.24519
278.36, 0.26901
279.1, 0.348112
279.84, 0.282978
280.58, 0.290807
281.32, 0.313171
282.07, 0.368644
282.81, 0.345891
283.55, 0.364728
284.29, 0.341983
285.03, 0.359424
285.77, 0.350557
286.51, 0.342947
287.26, 0.385931
288, 0.361883
288.74, 0.374699
289.48, 0.352713
290.22, 0.3483
290.96, 0.391137
291.7, 0.390399
292.44, 0.390012
293.18, 0.379925
293.92, 0.366897
294.66, 0.377551
295.4, 0.384481
296.14, 0.377488
296.88, 0.392093
297.62, 0.366562
298.36, 0.366035
299.1, 0.371509
299.84, 0.373796
300.58, 0.390777
301.32, 0.378034
302.06, 0.37089
302.8, 0.392632
303.54, 0.384742
304.28, 0.377708
305.02, 0.384728
305.76, 0.373055
306.5, 0.386568
307.24, 0.373992
307.98, 0.376725
308.71, 0.380698
309.45, 0.381027
310.19, 0.389165
310.93, 0.3828
311.67, 0.376932
312.41, 0.384742
313.15, 0.382363
313.88, 0.380894
314.62, 0.382716
315.36, 0.37387
316.1, 0.376079
316.84, 0.377966
317.57, 0.373381
318.31, 0.37806
319.05, 0.373356
319.79, 0.372785
320.53, 0.374329
321.26, 0.37424
322, 0.376406
322.74, 0.379567
323.48, 0.379466
324.21, 0.377817
324.95, 0.383349
325.69, 0.381491
326.42, 0.378517
327.16, 0.375705
327.9, 0.375737
328.64, 0.371889
329.37, 0.378036
330.11, 0.377721
330.85, 0.375166
331.58, 0.372478
332.32, 0.369426
333.06, 0.370896
333.79, 0.373211
334.53, 0.374356
335.26, 0.376046
336, 0.374123
336.74, 0.373658
337.47, 0.373028
338.21, 0.370514
338.94, 0.37243
339.68, 0.373806
340.42, 0.368605
341.15, 0.370066
341.89, 0.368178
342.62, 0.368708
343.36, 0.368341
344.09, 0.368099
344.83, 0.36575
345.56, 0.366315
346.3, 0.366
347.03, 0.36774
347.77, 0.361782
348.5, 0.36181
349.24, 0.362727
349.97, 0.360832
350.71, 0.358665
351.44, 0.358996
352.18, 0.362557
352.91, 0.364488
353.65, 0.364741
354.38, 0.363551
355.11, 0.364341
355.85, 0.359709
356.58, 0.359545
357.32, 0.359973
358.05, 0.357547
358.78, 0.361828
359.52, 0.360852
360.25, 0.360294
360.98, 0.358485
361.72, 0.359444
362.45, 0.356785
363.18, 0.356409
363.92, 0.355187
364.65, 0.352665
365.38, 0.35228
366.12, 0.351876
366.85, 0.35057
367.58, 0.349509
368.32, 0.350598
369.05, 0.35004
369.78, 0.349078
370.51, 0.346177
371.25, 0.346555
371.98, 0.346493
372.71, 0.343544
373.44, 0.342583
374.18, 0.342077
374.91, 0.342423
375.64, 0.34158
376.37, 0.340481
377.1, 0.336949
377.84, 0.336651
378.57, 0.338783
379.3, 0.339163
380.03, 0.33925
380.76, 0.337954
381.5, 0.336875
382.23, 0.336222
382.96, 0.337255
383.69, 0.337424
384.42, 0.335819
385.15, 0.336377
385.88, 0.336235
386.61, 0.33529
387.34, 0.335537
388.08, 0.335592
388.81, 0.33557
389.54, 0.334776
390.27, 0.33325
391, 0.332093
391.73, 0.332076
392.46, 0.332128
393.19, 0.331283
393.92, 0.330048
394.65, 0.329671
395.38, 0.330202
396.11, 0.32913
396.84, 0.327207
397.57, 0.326168
398.3, 0.325656
399.03, 0.324797
399.76, 0.324432
400.49, 0.325257
401.22, 0.325031
401.95, 0.323596
402.68, 0.322479
403.41, 0.321717
404.14, 0.321178
404.87, 0.320601
405.59, 0.32001
406.32, 0.318801
407.05, 0.318036
407.78, 0.31741
408.51, 0.316926
409.24, 0.317075
409.97, 0.316743
410.7, 0.314482
411.42, 0.311972
412.15, 0.310659
412.88, 0.309409
413.61, 0.30827
414.34, 0.307417
415.07, 0.306737
415.79, 0.306036
416.52, 0.305516
417.25, 0.305393
417.98, 0.304931
418.71, 0.303234
419.43, 0.300751
420.16, 0.299321
420.89, 0.298338
421.62, 0.297255
422.34, 0.296222
423.07, 0.293914
423.8, 0.291217
424.53, 0.289845
425.25, 0.288669
425.98, 0.286345
426.71, 0.283076
427.43, 0.279779
428.16, 0.27693
428.89, 0.274009
429.61, 0.269704
430.34, 0.264934
431.07, 0.261155
431.79, 0.257924
432.52, 0.254046
433.25, 0.249693
433.97, 0.245407
434.7, 0.241345
435.42, 0.237046
436.15, 0.232654
436.88, 0.228656
437.6, 0.225104
438.33, 0.221782
439.05, 0.218854
439.78, 0.216577
440.51, 0.214469
441.23, 0.212316
441.96, 0.210899
442.68, 0.210689
443.41, 0.211003
444.13, 0.212024
444.86, 0.214091
445.58, 0.216532
446.31, 0.219549
447.03, 0.223639
447.76, 0.228735
448.48, 0.234357
449.21, 0.241185
449.93, 0.248666
450.66, 0.256297
451.38, 0.264028
452.1, 0.271936
452.83, 0.280041
453.55, 0.288295
454.28, 0.297504
455, 0.307348
455.73, 0.317877
456.45, 0.328057
457.17, 0.337981
457.9, 0.34804
458.62, 0.358163
459.35, 0.368194
460.07, 0.378167
460.79, 0.388908
461.52, 0.399093
462.24, 0.408792
462.96, 0.417731
463.69, 0.42686
464.41, 0.435753
465.13, 0.444838
465.86, 0.453124
466.58, 0.461211
467.3, 0.46938
468.02, 0.477929
468.75, 0.485558
469.47, 0.492152
470.19, 0.498614
470.91, 0.504716
471.64, 0.510497
472.36, 0.516194
473.08, 0.521975
473.8, 0.527174
474.53, 0.532184
475.25, 0.537041
475.97, 0.541576
476.69, 0.545932
477.41, 0.550647
478.14, 0.554788
478.86, 0.558582
479.58, 0.562384
480.3, 0.566289
481.02, 0.569978
481.74, 0.573166
482.47, 0.576407
483.19, 0.578918
483.91, 0.581561
484.63, 0.583746
485.35, 0.585715
486.07, 0.587701
486.79, 0.58949
487.51, 0.591406
488.23, 0.59332
488.95, 0.595497
489.68, 0.596925
490.4, 0.597865
491.12, 0.599108
491.84, 0.601376
492.56, 0.603197
493.28, 0.605163
494, 0.607448
494.72, 0.609753
495.44, 0.611075
496.16, 0.611031
496.88, 0.610276
497.6, 0.609271
498.32, 0.608715
499.04, 0.608575
499.76, 0.608164
500.48, 0.607527
501.2, 0.60705
501.92, 0.607422
502.64, 0.608471
503.35, 0.609939
504.07, 0.61106
504.79, 0.612379
505.51, 0.613392
506.23, 0.614056
506.95, 0.613947
507.67, 0.613415
508.39, 0.613588
509.11, 0.613171
509.82, 0.613144
510.54, 0.611655
511.26, 0.610854
511.98, 0.609856
512.7, 0.609211
513.42, 0.60767
514.14, 0.606072
514.85, 0.604109
515.57, 0.601933
516.29, 0.59894
517.01, 0.596
517.73, 0.592494
518.44, 0.58797
519.16, 0.583325
519.88, 0.577593
520.6, 0.571425
521.31, 0.563695
522.03, 0.555721
522.75, 0.547151
523.47, 0.538162
524.18, 0.528754
524.9, 0.519642
525.62, 0.509961
526.33, 0.499624
527.05, 0.488464
527.77, 0.476659
528.48, 0.46438
529.2, 0.45192
529.92, 0.439038
530.63, 0.42557
531.35, 0.411572
532.07, 0.39768
532.78, 0.384635
533.5, 0.371583
534.22, 0.35859
534.93, 0.345621
535.65, 0.333236
536.36, 0.321603
537.08, 0.310731
537.8, 0.300733
538.51, 0.291892
539.23, 0.284272
539.94, 0.277845
540.66, 0.272678
541.37, 0.269087
542.09, 0.267255
542.8, 0.267468
543.52, 0.269639
544.24, 0.273774
544.95, 0.2799
545.67, 0.287637
546.38, 0.297196
547.1, 0.308374
547.81, 0.320982
548.52, 0.334987
549.24, 0.349935
549.95, 0.365852
550.67, 0.382656
551.38, 0.399976
552.1, 0.418117
552.81, 0.436294
553.53, 0.454696
554.24, 0.472744
554.95, 0.490515
555.67, 0.508042
556.38, 0.525059
557.1, 0.541431
557.81, 0.557231
558.52, 0.57214
559.24, 0.586761
559.95, 0.600419
560.66, 0.613559
561.38, 0.625777
562.09, 0.637054
562.81, 0.647629
563.52, 0.657323
564.23, 0.666437
564.94, 0.675178
565.66, 0.683487
566.37, 0.691562
567.08, 0.699363
567.8, 0.706905
568.51, 0.714117
569.22, 0.721111
569.93, 0.727911
570.65, 0.734644
571.36, 0.74145
572.07, 0.748307
572.78, 0.754744
573.5, 0.760841
574.21, 0.766625
574.92, 0.771771
575.63, 0.776116
576.34, 0.778961
577.06, 0.779679
577.77, 0.777577
578.48, 0.771609
579.19, 0.759871
579.9, 0.740202
580.61, 0.711406
581.33, 0.674286
582.04, 0.632059
582.75, 0.59012
583.46, 0.554962
584.17, 0.532203
584.88, 0.525423
585.59, 0.535264
586.3, 0.558676
587.02, 0.590175
587.73, 0.623922
588.44, 0.65495
589.15, 0.680352
589.86, 0.699092
590.57, 0.711203
591.28, 0.717135
591.99, 0.717104
592.7, 0.711346
593.41, 0.70018
594.12, 0.683363
594.83, 0.661097
595.54, 0.634394
596.25, 0.604701
596.96, 0.574437
597.67, 0.5468
598.38, 0.524907
599.09, 0.511276
599.8, 0.507632
600.51, 0.51436
601.22, 0.530183
601.93, 0.552976
602.64, 0.579772
603.35, 0.607608
604.06, 0.634592
604.76, 0.659049
605.47, 0.680152
606.18, 0.698081
606.89, 0.712207
607.6, 0.722773
608.31, 0.730119
609.02, 0.73418
609.73, 0.735248
610.43, 0.733817
611.14, 0.729801
611.85, 0.723185
612.56, 0.713919
613.27, 0.701995
613.98, 0.687628
614.68, 0.6709
615.39, 0.652477
616.1, 0.632858
616.81, 0.612994
617.52, 0.593938
618.22, 0.57727
618.93, 0.56404
619.64, 0.55589
620.35, 0.553504
621.05, 0.55703
621.76, 0.566327
622.47, 0.580893
623.18, 0.599147
623.88, 0.619923
624.59, 0.641724
625.3, 0.663542
626, 0.683981
626.71, 0.702684
627.42, 0.718892
628.12, 0.73284
628.83, 0.744633
629.54, 0.754172
630.24, 0.761334
630.95, 0.766641
631.66, 0.770129
632.36, 0.771752
633.07, 0.772194
633.78, 0.771432
634.48, 0.769095
635.19, 0.765252
635.89, 0.759698
636.6, 0.752444
637.31, 0.743985
638.01, 0.734559
638.72, 0.723782
639.42, 0.711715
640.13, 0.698907
640.83, 0.684783
641.54, 0.670081
642.24, 0.655065
642.95, 0.641003
643.65, 0.627455
644.36, 0.616234
645.06, 0.607188
645.77, 0.601793
646.47, 0.599316
647.18, 0.600731
647.88, 0.605303
648.59, 0.613489
649.29, 0.624216
650, 0.637359
650.7, 0.652019
651.41, 0.667275
652.11, 0.682856
652.82, 0.69775
653.52, 0.711927
654.22, 0.724945
654.93, 0.737073
655.63, 0.747681
656.34, 0.757323
657.04, 0.765166
657.74, 0.77187
658.45, 0.776726
659.15, 0.780159
659.85, 0.782085
660.56, 0.783168
661.26, 0.783197
