"Wavelength (nm)", "Reflectance"
188.78, -3.209686
189.54, -3.796895
190.29, -4.132709
191.04, -3.841478
191.79, -2.393945
192.54, -3.009757
193.29, -2.204553
194.04, -2.591408
194.79, -3.547167
195.54, -3.190685
196.29, -3.053243
197.04, -3.392525
197.79, -2.918263
198.54, -2.935532
199.29, -3.496318
200.04, -3.423355
200.79, -3.586444
201.54, -3.647846
202.29, -4.144557
203.04, -3.429724
203.79, -2.096492
204.54, -2.672933
205.29, -3.266118
206.04, -2.812075
206.79, -3.488104
207.54, -3.709949
208.29, -3.482553
209.04, -3.879367
209.79, -2.849282
210.54, -2.685789
211.28, -2.800224
212.03, -4.222136
212.78, -2.40332
213.53, -2.346327
214.28, -3.276926
215.03, -3.380406
215.78, -2.613638
216.53, -2.448926
217.27, -3.364931
218.02, -3.722472
218.77, -2.219865
219.52, -2.376784
220.27, -3.546797
221.01, -3.118362
221.76, -3.66859
222.51, -2.835842
223.26, -1.887473
224, -2.549992
224.75, -3.567739
225.5, -1.847113
226.25, -3.693384
226.99, -4.431952
227.74, -2.772274
228.49, -2.28616
229.24, -2.141674
229.98, -2.02882
230.73, -2.603096
231.48, -2.879853
232.22, -2.146307
232.97, -1.741027
233.72, -0.882169
234.46, -1.311606
235.21, -2.456152
235.95, -2.461794
236.7, -1.964858
237.45, -1.83048
238.19, -2.962286
238.94, -1.85646
239.69, -2.434677
240.43, -1.878542
241.18, -2.272073
241.92, -0.92005
242.67, -2.717134
243.41, -2.712733
244.16, -2.327328
244.91, -2.208097
245.65, -1.795978
246.4, -1.80152
247.14, -2.185982
247.89, -1.692544
248.63, -1.148507
249.38, -2.517041
250.12, -1.689324
250.87, -2.250142
251.61, -1.365692
252.36, -2.289672
253.1, -1180.471313
253.84, -0.913126
254.59, -3.045837
255.33, -0.555495
256.08, -0.684111
256.82, 0.278721
257.57, -0.156085
258.31, -0.11494
259.05, -0.263386
259.8, -0.230402
260.54, -0.256308
261.28, 0.094108
262.03, -0.02417
262.77, 0.093092
263.52, 0.266267
264.26, -0.06085
265, 0.227844
265.75, 0.088916
266.49, 0.1873
267.23, 0.25248
267.98, 0.372827
268.72, 0.221494
269.46, 0.230768
270.2, 0.384194
270.95, 0.471091
271.69, 0.321835
272.43, 0.31426
273.17, 0.286254
273.92, 0.287157
274.66, 0.188899
275.4, 0.291634
276.14, 0.327005
276.89, 0.364126
277.63, 0.338428
278.37, 0.243023
279.11, 0.354493
279.85, 0.312444
280.6, 0.314139
281.34, 0.37548
282.08, 0.380353
282.82, 0.370191
283.56, 0.373505
284.3, 0.364783
285.04, 0.345742
285.79, 0.390922
286.53, 0.370906
287.27, 0.37316
288.01, 0.375265
288.75, 0.386334
289.49, 0.389903
290.23, 0.371948
290.97, 0.41981
291.71, 0.396334
292.45, 0.418227
293.19, 0.403243
293.93, 0.393366
294.67, 0.40011
295.41, 0.374755
296.15, 0.376024
296.9, 0.381323
297.64, 0.394242
298.38, 0.388172
299.11, 0.391745
299.85, 0.401212
300.59, 0.379382
301.33, 0.390518
302.07, 0.396717
302.81, 0.393559
303.55, 0.398037
304.29, 0.403944
305.03, 0.393443
305.77, 0.382856
306.51, 0.391808
307.25, 0.39729
307.99, 0.396793
308.73, 0.378401
309.47, 0.383579
310.2, 0.395154
310.94, 0.393149
311.68, 0.398915
312.42, 0.396294
313.16, 0.400064
313.9, 0.3959
314.63, 0.395485
315.37, 0.393563
316.11, 0.392536
316.85, 0.389144
317.59, 0.392382
318.33, 0.38417
319.06, 0.391269
319.8, 0.39171
320.54, 0.391053
321.28, 0.390642
322.01, 0.393752
322.75, 0.395551
323.49, 0.391436
324.23, 0.393291
324.96, 0.394997
325.7, 0.393468
326.44, 0.390622
327.17, 0.395798
327.91, 0.395701
328.65, 0.393126
329.39, 0.385635
330.12, 0.387018
330.86, 0.388939
331.59, 0.386355
332.33, 0.39175
333.07, 0.391106
333.8, 0.388534
334.54, 0.388335
335.28, 0.389312
336.01, 0.387135
336.75, 0.389137
337.48, 0.390602
338.22, 0.391375
338.96, 0.38982
339.69, 0.388208
340.43, 0.382782
341.16, 0.38172
341.9, 0.383054
342.63, 0.384278
343.37, 0.382456
344.11, 0.381524
344.84, 0.38156
345.58, 0.378145
346.31, 0.378373
347.05, 0.379812
347.78, 0.376461
348.52, 0.37532
349.25, 0.375759
349.99, 0.378705
350.72, 0.380312
351.45, 0.377952
352.19, 0.380762
352.92, 0.382522
353.66, 0.380723
354.39, 0.371668
355.13, 0.374666
355.86, 0.37742
356.59, 0.377405
357.33, 0.374023
358.06, 0.378493
358.8, 0.376126
359.53, 0.375085
360.26, 0.375329
361, 0.373407
361.73, 0.372033
362.46, 0.370726
363.2, 0.36746
363.93, 0.36664
364.66, 0.367084
365.4, 0.367035
366.13, 0.368003
366.86, 0.366944
367.6, 0.36357
368.33, 0.363
369.06, 0.362789
369.79, 0.362283
370.53, 0.360921
371.26, 0.359149
371.99, 0.359285
372.72, 0.358375
373.46, 0.357512
374.19, 0.356561
374.92, 0.356528
375.65, 0.356312
376.39, 0.355546
377.12, 0.355931
377.85, 0.354323
378.58, 0.352567
379.31, 0.352799
