"Wavelength (nm)", "Reflectance"
188.78, -2.74879
189.53, -3.579767
190.28, -4.037554
191.03, -3.705505
191.78, -2.420959
192.53, -3.68981
193.28, -3.252844
194.03, -3.558893
194.79, -2.755804
195.54, -3.749331
196.29, -3.898322
197.04, -2.924652
197.79, -2.900675
198.54, -2.834847
199.29, -3.106949
200.04, -2.745037
200.79, -3.071447
201.54, -3.419788
202.29, -3.709699
203.04, -2.170481
203.79, -2.565466
204.54, -2.770403
205.29, -3.733254
206.03, -3.484124
206.78, -3.418077
207.53, -3.515799
208.28, -3.617055
209.03, -2.53191
209.78, -3.270398
210.53, -2.900529
211.28, -2.93204
212.03, -3.243471
212.78, -3.35567
213.52, -2.928067
214.27, -2.6256
215.02, -3.303556
215.77, -2.987895
216.52, -2.329751
217.27, -3.245113
218.02, -3.191307
218.76, -1.646978
219.51, -2.133032
220.26, -3.303614
221.01, -3.409788
221.76, -3.262281
222.5, -1.814257
223.25, -2.385706
224, -2.96645
224.75, -3.082741
225.49, -1.977314
226.24, -3.537853
226.99, -3.62456
227.73, -2.740663
228.48, -3.02658
229.23, -2.111396
229.98, -2.806343
230.72, -2.574167
231.47, -2.291709
232.22, -2.281208
232.96, -3.231087
233.71, -2.647336
234.46, -2.717228
235.2, -2.833901
235.95, -2.210288
236.69, -2.069686
237.44, -2.133731
238.19, -1.891101
238.93, -2.951092
239.68, -1.679903
240.43, -1.360828
241.17, -0.922215
241.92, -1.915057
242.66, -2.998751
243.41, -2.756079
244.15, -1.364024
244.9, -1.606318
245.64, -1.843886
246.39, -2.014418
247.13, -1.949746
247.88, -1.992148
248.62, -0.913252
249.37, -2.033592
250.11, -1.164124
250.86, -1.975067
251.6, -3.057091
252.35, -1.554517
253.09, -1075.453369
253.84, -3.362341
254.58, -4.282442
255.33, -0.800532
256.07, -0.343695
256.82, -0.082989
257.56, -0.509327
258.3, -0.016089
259.05, -0.019574
259.79, -0.354945
260.53, -0.250345
261.28, -0.23994
262.02, -0.089683
262.77, -0.071586
263.51, -0.050808
264.25, 0.035993
265, 0.331667
265.74, 0.193147
266.48, 0.107471
267.23, 0.077727
267.97, 0.245274
268.71, 0.109264
269.45, 0.081254
270.2, 0.224123
270.94, 0.288141
271.68, 0.396912
272.43, 0.333404
273.17, 0.370803
273.91, 0.227501
274.65, 0.296627
275.4, 0.255424
276.14, 0.350873
276.88, 0.288129
277.62, 0.329164
278.36, 0.340475
279.11, 0.324572
279.85, 0.300605
280.59, 0.305165
281.33, 0.337587
282.07, 0.34243
282.81, 0.322741
283.56, 0.339296
284.3, 0.368688
285.04, 0.346699
285.78, 0.344095
286.52, 0.36177
287.26, 0.389369
288, 0.375051
288.74, 0.349181
289.48, 0.388768
290.23, 0.391822
290.97, 0.369328
291.71, 0.347716
292.45, 0.379271
293.19, 0.389876
293.93, 0.41991
294.67, 0.376627
295.41, 0.369221
296.15, 0.374653
296.89, 0.385635
297.63, 0.399518
298.37, 0.405191
299.11, 0.365454
299.85, 0.376597
300.59, 0.380033
301.33, 0.380362
302.07, 0.392947
302.81, 0.400688
303.55, 0.405248
304.29, 0.393654
305.02, 0.389662
305.76, 0.405044
306.5, 0.395075
307.24, 0.401284
307.98, 0.400845
308.72, 0.395618
309.46, 0.391988
310.2, 0.397721
310.94, 0.389788
311.68, 0.397342
312.41, 0.399483
313.15, 0.400589
313.89, 0.389281
314.63, 0.390225
315.37, 0.391148
316.11, 0.399935
316.84, 0.393382
317.58, 0.391529
318.32, 0.392045
319.06, 0.387403
319.79, 0.384189
320.53, 0.387325
321.27, 0.390217
322.01, 0.397219
322.74, 0.392344
323.48, 0.388316
324.22, 0.392573
324.96, 0.386795
325.69, 0.388372
326.43, 0.389869
327.17, 0.390003
327.91, 0.393497
328.64, 0.393374
329.38, 0.384084
330.12, 0.382939
330.85, 0.380369
331.59, 0.388359
332.33, 0.388379
333.06, 0.385188
333.8, 0.383444
334.53, 0.381236
335.27, 0.386601
336.01, 0.38695
336.74, 0.38775
337.48, 0.387834
338.21, 0.384836
338.95, 0.384109
339.69, 0.38209
340.42, 0.383261
341.16, 0.386412
341.89, 0.385066
342.63, 0.38273
343.36, 0.380053
344.1, 0.38027
344.83, 0.384654
345.57, 0.380765
346.3, 0.381378
347.04, 0.382197
347.77, 0.379323
348.51, 0.373988
349.24, 0.373742
349.98, 0.374541
350.71, 0.376291
351.45, 0.376842
352.18, 0.373793
352.92, 0.36855
353.65, 0.370837
354.39, 0.372258
355.12, 0.374174
355.85, 0.372727
356.59, 0.374931
357.32, 0.375064
358.06, 0.370401
358.79, 0.366551
359.52, 0.36881
360.26, 0.370413
360.99, 0.370068
361.72, 0.372308
362.46, 0.37289
363.19, 0.369229
363.92, 0.368841
364.66, 0.366502
365.39, 0.364813
366.12, 0.365298
366.86, 0.364752
367.59, 0.364144
368.32, 0.363001
369.06, 0.360921
369.79, 0.360806
370.52, 0.359032
371.25, 0.357606
371.99, 0.357607
372.72, 0.3578
373.45, 0.356599
374.18, 0.355586
374.91, 0.354279
375.65, 0.354075
376.38, 0.354424
377.11, 0.353119
377.84, 0.351708
378.57, 0.350889
379.31, 0.350263
380.04, 0.351444
380.77, 0.352779
381.5, 0.352564
382.23, 0.352788
382.96, 0.349413
383.7, 0.347937
384.43, 0.347845
385.16, 0.346506
385.89, 0.346782
386.62, 0.347886
387.35, 0.347376
388.08, 0.346914
388.81, 0.345781
389.54, 0.344099
390.27, 0.345162
391, 0.345543
391.74, 0.345517
392.47, 0.344717
393.2, 0.343231
393.93, 0.34254
394.66, 0.341165
395.39, 0.3409
396.12, 0.340264
396.85, 0.339834
397.58, 0.340115
398.31, 0.3401
399.04, 0.339824
399.77, 0.337673
400.5, 0.336831
401.22, 0.337289
401.95, 0.338237
402.68, 0.338852
403.41, 0.336932
404.14, 0.335202
404.87, 0.333994
405.6, 0.332318
406.33, 0.331548
407.06, 0.331899
407.79, 0.331815
408.52, 0.330957
409.24, 0.330313
409.97, 0.330325
410.7, 0.328903
411.43, 0.326547
412.16, 0.325251
412.89, 0.324474
413.62, 0.3239
414.34, 0.323037
415.07, 0.322057
415.8, 0.32136
416.53, 0.320609
417.26, 0.319497
417.98, 0.318569
418.71, 0.317466
419.44, 0.315846
420.17, 0.314186
420.89, 0.312724
421.62, 0.312314
422.35, 0.311751
423.08, 0.309328
423.8, 0.30661
424.53, 0.305151
425.26, 0.304049
425.99, 0.30135
426.71, 0.297935
427.44, 0.295618
428.17, 0.293436
428.89, 0.290523
429.62, 0.287444
430.35, 0.283907
431.07, 0.279673
431.8, 0.275342
432.53, 0.271388
433.25, 0.26778
433.98, 0.263985
434.7, 0.259632
435.43, 0.254252
436.16, 0.248365
436.88, 0.242996
437.61, 0.238606
438.33, 0.234267
439.06, 0.230051
439.79, 0.226034
440.51, 0.222538
441.24, 0.219398
441.96, 0.216072
442.69, 0.212631
443.41, 0.21024
444.14, 0.209173
