1082	10942.37	
1083	11971.4	
1084	13000.42	
1085	14029.44	
1086	15058.47	
1087	15719.33	
1088	15818.67	
1089	15918	
1090	16017.33	
1091	16116.66	
1092	16649.04	
1093	17663.86	
1094	18678.69	
1095	19693.52	
1096	20708.34	
1097	20411.58	
1098	19058.72	
1099	17705.86	
1100	16353	
1101	15000.14	
1102	14099.26	
1103	13455.99	
1104	12812.72	
1105	12169.44	
1106	11526.17	
1107	12256.08	
1108	13512.04	
1109	14767.99	
1110	16023.94	
1111	17279.89	
1112	18071.41	
1113	18755.4	
1114	19439.39	
1115	20123.38	
1116	20807.37	
1117	18628.56	
1118	16145.92	
1119	13663.28	
1120	11180.64	
1121	8698	
1122	10368.35	
1123	12038.69	
1124	13709.04	
1125	15379.38	
1126	16767.39	
1127	15557.32	
1128	14347.25	
1129	13137.18	
1130	11927.11	
1131	11341.87	
1132	13256.7	
1133	15171.53	
1134	17086.36	
1135	19001.19	
1136	19448.6	
1137	16535.66	
1138	13622.72	
1139	10709.78	
1140	7796.845	
1141	7091.503	
1142	9536.974	
1143	11982.44	
1144	14427.92	
1145	16873.39	
1146	17439.68	
1147	16291.73	
1148	15143.77	
1149	13995.82	
1150	12847.87	
1151	13147.53	
1152	14275.74	
1153	15403.96	
1154	16532.17	
1155	17660.39	
1156	16856.03	
1157	15417.91	
1158	13979.8	
1159	12541.69	
1160	11103.57	
1161	11498.67	
1162	12160.33	
1163	12822	
1164	13483.67	
1165	14145.33	
1166	16748.88	
1167	19360.27	
1168	21971.67	
1169	24583.06	
1170	26404.55	
1171	22538.59	
1172	18672.63	
1173	14806.66	
1174	10940.7	
1175	8444.546	
1176	10036.51	
1177	11628.47	
1178	13220.44	
1179	14812.4	
1180	16656.9	
1181	18906.44	
1182	21155.98	
1183	23405.53	
1184	25655.07	
1185	24649.75	
1186	20628.41	
1187	16607.07	
1188	12585.73	
1189	8564.391	
1190	9182.851	
1191	12223.8	
1192	15264.75	
1193	18305.7	
1194	21346.65	
1195	21233.04	
1196	20320.78	
1197	19408.52	
1198	18496.26	
1199	17584.01	
1200	19067.05	
1201	20694.9	
1202	22322.75	
1203	23950.6	
1204	25077.13	
1205	21132.6	
1206	17188.08	
1207	13243.55	
1208	9299.025	
1209	6972.415	
1210	9742.151	
1211	12511.89	
1212	15281.63	
1213	18051.36	
1214	19107.35	
1215	17538.7	
1216	15970.05	
1217	14401.4	
1218	12832.75	
1219	12735.83	
1220	13833.34	
1221	14930.86	
1222	16028.37	
1223	17125.88	
1224	17361.71	
1225	17247.38	
1226	17133.05	
1227	17018.73	
1228	16904.4	
1229	15533.22	
1230	13980.87	
1231	12428.53	
1232	10876.19	
1233	9504.052	
1234	12452.48	
1235	15400.9	
1236	18349.33	
1237	21297.75	
1238	23473.65	
1239	22725.52	
1240	21977.38	
1241	21229.25	
1242	20481.11	
1243	19952.13	
1244	19779.25	
1245	19606.36	
1246	19433.47	
1247	19260.59	
1248	18527.31	
1249	17348.34	
1250	16169.38	
1251	14990.41	
1252	13811.44	
1253	13834.39	
1254	14290.71	
1255	14747.03	
1256	15203.35	
1257	15659.68	
1258	16590.6	
1259	17565.05	
1260	18539.49	
1261	19513.93	
1262	20372.61	
1263	20200.37	
1264	20028.13	
1265	19855.88	
1266	19683.64	
1267	19059.68	
1268	17318.76	
1269	15577.84	
1270	13836.93	
1271	12096.01	
1272	11781.92	
1273	13019.74	
1274	14257.56	
1275	15495.38	
1276	16733.2	
1277	16530.86	
1278	15628.69	
1279	14726.51	
1280	13824.34	
1281	12922.17	
1282	13016.36	
1283	13260.74	
1284	13505.11	
1285	13749.48	
1286	14047.22	
1287	15065.36	
1288	16083.49	
1289	17101.63	
1290	18119.77	
1291	19119.3	
1292	20069.04	
1293	21018.78	
1294	21968.52	
1295	22918.26	
1296	22681.75	
1297	21149.92	
1298	19618.09	
1299	18086.27	
1300	16554.44	
1301	17120.73	
1302	18642.88	
1303	20165.04	
1304	21687.19	
1305	23209.34	
1306	21606.27	
1307	19652.28	
1308	17698.29	
1309	15744.3	
1310	14218.22	
1311	15985.48	
1312	17752.73	
1313	19519.99	
1314	21287.25	
1315	21643.35	
1316	19172.99	
1317	16702.62	
1318	14232.26	
1319	11761.89	
1320	11592.64	
1321	13276.23	
1322	14959.83	
1323	16643.42	
1324	18327.01	
1325	18222.96	
1326	17611.91	
1327	17000.85	
1328	16389.8	
1329	15787.95	
1330	16499.92	
1331	17211.88	
1332	17923.85	
1333	18635.81	
1334	18943.14	
1335	17948.2	
1336	16953.26	
1337	15958.32	
1338	14963.38	
1339	14646.32	
1340	15090.8	
1341	15535.27	
1342	15979.74	
1343	16424.22	
1344	16529.46	
1345	16494.79	
1346	16460.13	
1347	16425.47	
1348	16390.8	
1349	15423.46	
1350	14404.95	
1351	13386.44	
1352	12367.93	
1353	11468.01	
1354	11070.24	
1355	10672.47	
1356	10274.71	
1357	9876.938	
1358	10589.76	
1359	12733.32	
1360	14876.88	
1361	17020.44	
1362	19164	
1363	19371.75	
1364	18693.58	
1365	18015.4	
1366	17337.23	
1367	16659.05	
1368	18391.74	
1369	20283.8	
1370	22175.87	
1371	24067.94	
1372	25707.49	
1373	26297.76	
1374	26888.02	
1375	27478.29	
1376	28068.55	
1377	26426.68	
1378	22078.89	
1379	17731.1	
1380	13383.31	
1381	9035.516	
1382	9993.233	
1383	13076.24	
1384	16159.25	
1385	19242.25	
1386	22325.26	
1387	21210.37	
1388	20001.17	
1389	18791.97	
1390	17582.77	
1391	16748.03	
1392	17061.21	
1393	17374.38	
1394	17687.55	
1395	18000.73	
1396	17447.21	
1397	16083.88	
1398	14720.56	
1399	13357.24	
1400	11993.91	
1401	14755.14	
1402	18606.06	
1403	22456.99	
1404	26307.91	
1405	29528.06	
1406	24101.97	
1407	18675.88	
1408	13249.78	
1409	7823.691	
1410	6040.853	
1411	11083.21	
1412	16125.57	
1413	21167.92	
1414	26210.28	
1415	25631.4	
1416	21765.03	
1417	17898.67	
1418	14032.3	
1419	10165.94	
1420	10167.22	
1421	10518.6	
1422	10869.98	
1423	11221.36	
1424	11749.33	
1425	12953.67	
1426	14158	
1427	15362.33	
1428	16566.66	
1429	17491.23	
1430	18134.94	
1431	18778.65	
1432	19422.36	
1433	20066.07	
1434	18830.1	
1435	17109.56	
1436	15389.03	
1437	13668.5	
1438	12263.6	
1439	13936.44	
1440	15609.28	
1441	17282.13	
1442	18954.96	
1443	20162.36	
1444	20656.92	
1445	21151.48	
1446	21646.05	
1447	22140.61	
1448	19319.96	
1449	15078.18	
1450	10836.39	
1451	6594.609	
1452	2418.365	
1453	6311.447	
1454	10204.53	
1455	14097.61	
1456	17990.69	
1457	20335.35	
1458	19373.95	
1459	18412.56	
1460	17451.17	
1461	16489.78	
1462	17085.14	
1463	18582.87	
1464	20080.59	
1465	21578.32	
1466	23076.04	
1467	20415.63	
1468	17536.14	
1469	14656.65	
1470	11777.16	
1471	10468.91	
1472	13387.45	
1473	16305.98	
1474	19224.52	
1475	22143.06	
1476	23856.92	
1477	24747.36	
1478	25637.79	
1479	26528.23	
1480	27418.67	
1481	25761.72	
1482	23886.33	
1483	22010.94	
1484	20135.54	
1485	18429.72	
1486	17232.59	
1487	16035.46	
1488	14838.33	
1489	13641.19	
1490	14800.88	
1491	17646.25	
1492	20491.62	
1493	23337	
1494	26182.37	
1495	24621	
1496	22670.95	
1497	20720.89	
1498	18770.83	
1499	17292.2	
1500	17168.97	
1501	17045.75	
1502	16922.52	
1503	16799.29	
1504	17374.72	
1505	18415.96	
1506	19457.2	
1507	20498.44	
1508	21539.68	
1509	20461.31	
1510	19259.46	
1511	18057.6	
1512	16855.75	
1513	16285.74	
1514	17240.58	
1515	18195.43	
1516	19150.27	
1517	20105.12	
1518	18554.2	
1519	15618.37	
1520	12682.53	
1521	9746.699	
1522	6810.867	
1523	8775.465	
1524	10744.85	
1525	12714.24	
1526	14683.63	
1527	16285.71	
1528	17223.21	
1529	18160.72	
1530	19098.22	
1531	20035.72	
1532	19611.19	
1533	18649.16	
1534	17687.13	
1535	16725.11	
1536	15801.53	
1537	15320.41	
1538	14839.29	
1539	14358.17	
1540	13877.05	
1541	13958.58	
1542	14736.11	
1543	15513.65	
1544	16291.19	
1545	17068.72	
1546	19258.89	
1547	21765.45	
1548	24272	
1549	26778.55	
1550	28134.62	
1551	24584.15	
1552	21033.69	
1553	17483.22	
1554	13932.76	
1555	13530.79	
1556	15542.66	
1557	17554.52	
1558	19566.38	
1559	21578.24	
1560	20360.7	
1561	18955	
1562	17549.31	
1563	16143.62	
1564	15686.56	
1565	17173.02	
1566	18659.48	
1567	20145.95	
1568	21632.4	
1569	20517.3	
1570	18355.06	
1571	16192.82	
1572	14030.58	
1573	12172.52	
1574	12990.92	
1575	13809.31	
1576	14627.71	
