# Time: 2021-09-22 10:49:17.425000
# Computer: 686DR2
# Program commandline: ['console_switch_cal.py', '-wl', '1530']
# cwd: C:\Python\de_v3
#
# Laser 
# Chassis gpib 6: 	Device does not support *IDN? command
# Slot 3: 		
# wavelength: 1.530500e+03
# Power: 6.606934e-02
#  MODEL?: AQ8201-13B/03856305/2.20/LSMF
#  LD?: LD03106.121530.50
#  Coherence Control: 1
#  LWLCAL: 0.04
#  LATL: 6.12
# Power meter 1
# Chassis gpib 6: 	ANDO-ELECTRIC,AQ8201A,00966221,HOST03.04.07,SUB03.05.03
# Slot 10: 		AQ8201-22/13979817/1.04/
#  power meter: 1
# wavelength: 1.530000e+03
# ATIM: 10.000000
# Range: -10
#  MODEL?: AQ8201-22/13979817/1.04/
#  UNIT?: 1
# Power meter monitor
# Chassis gpib 6: 	ANDO-ELECTRIC,AQ8201A,00966221,HOST03.04.07,SUB03.05.03
# Slot 10: 		AQ8201-22/13979817/1.04/
#  power meter: 2
# wavelength: 1.565000e+03
# ATIM: 10.000000
# Range: -10
#  MODEL?: AQ8201-22/13979817/1.04/
#  UNIT?: 0
# Calibrated power meter
# Chassis gpib 20: 	HEWLETT-PACKARD,HP8163A,DE38701177,V5.24(71725)
# Slot 2: 		HEWLETT-PACKARD,HP81533B,3411G06999,05-Feb-99
# Head: 		HEWLETT-PACKARD,HP81521B,2933G05261,06-MAY-96
# wavelength: 1.530000e-06
# ATIM: 1.000000
# Range: -10
# Switch
# Chassis gpib 6: 	ANDO-ELECTRIC,AQ8201A,00966221,HOST03.04.07,SUB03.05.03
# Slot 9: 		AQ8201-43,AQ8201-43,AQ8201-13B,AQ8201-11,AQ8201-33,AQ8201-13,AQ8201-33,AQ8201-33,AQ8201-422,AQ8201-22
# route: 1
#  MODEL?: AQ8201-422/13979635/1.03/
# Att 1
# Chassis gpib 6: 	ANDO-ELECTRIC,AQ8201A,00966221,HOST03.04.07,SUB03.05.03
# Slot 5: 		AQ8201-33/7D821033/1.03/
# wavelength: 1.530000e+03
# Power: 0
#  MODEL?: AQ8201-33/7D821033/1.03/
#  AD?: AD05011530  0.000
# Att 2
# Chassis gpib 6: 	ANDO-ELECTRIC,AQ8201A,00966221,HOST03.04.07,SUB03.05.03
# Slot 7: 		AQ8201-33/03897803/1.03/
# wavelength: 1.530000e+03
# Power: 0
#  MODEL?: AQ8201-33/03897803/1.03/
#  AD?: AD07011530  0.000
# Att 3
# Chassis gpib 6: 	ANDO-ELECTRIC,AQ8201A,00966221,HOST03.04.07,SUB03.05.03
# Slot 8: 		AQ8201-33/7D821037/1.03/
# wavelength: 1.530000e+03
# Power: 0
#  MODEL?: AQ8201-33/7D821037/1.03/
#  AD?: AD08011530  0.000
1632329428.28	    1	4.16198011e-05	9.98100000e-05	-5.49563936e-11	  -10
1632329429.28	    1	4.16293855e-05	9.98170000e-05	-9.41595968e-11	  -10
1632329430.28	    1	4.16293855e-05	9.98160000e-05	-3.53547296e-11	  -10
1632329431.28	    1	4.16293855e-05	9.98160000e-05	-3.53547296e-11	  -10
1632329432.28	    1	4.16293855e-05	9.98200000e-05	-6.47572065e-11	  -10
1632329433.28	    1	4.16293855e-05	9.98170000e-05	-2.55538854e-11	  -10
1632329434.28	    1	4.16293855e-05	9.98170000e-05	-8.43588116e-11	  -10
1632329435.28	    1	4.16293855e-05	9.98130000e-05	-8.43588116e-11	  -10
1632329436.28	    1	4.16293855e-05	9.98170000e-05	-9.41595968e-11	  -10
1632329437.28	    1	4.16293855e-05	9.98160000e-05	-2.55538854e-11	  -10
#
1632329446.44	    2	4.16198011e-05	nan	6.18290069e-05	  -10
1632329447.44	    2	4.16198011e-05	nan	6.18302292e-05	  -10
1632329448.44	    2	4.16198011e-05	nan	6.18327831e-05	  -10
1632329449.44	    2	4.16198011e-05	nan	6.18324557e-05	  -10
1632329450.44	    2	4.16198011e-05	nan	6.18342165e-05	  -10
1632329451.44	    2	4.16198011e-05	nan	6.18340346e-05	  -10
1632329452.44	    2	4.16198011e-05	nan	6.18351114e-05	  -10
1632329453.44	    2	4.16198011e-05	nan	6.18343183e-05	  -10
1632329454.44	    2	4.16198011e-05	nan	6.18334598e-05	  -10
1632329455.44	    2	4.16198011e-05	nan	6.18339473e-05	  -10
#
1632329464.61	    1	4.16198011e-05	9.98400000e-05	-2.01967609e-10	  -10
1632329465.61	    1	4.16198011e-05	9.98460000e-05	-1.82366233e-10	  -10
1632329466.61	    1	4.16198011e-05	9.98410000e-05	-1.33362640e-10	  -10
1632329467.61	    1	4.16198011e-05	9.98410000e-05	-1.72565545e-10	  -10
1632329468.61	    1	4.16198011e-05	9.98470000e-05	-1.62764829e-10	  -10
1632329469.61	    1	4.16198011e-05	9.98410000e-05	-2.30756469e-10	  -10
1632329470.61	    1	4.16198011e-05	9.98500000e-05	-1.52964114e-10	  -10
1632329471.61	    1	4.16198011e-05	9.98450000e-05	-1.62764829e-10	  -10
1632329472.61	    1	4.16198011e-05	9.98470000e-05	-1.62764829e-10	  -10
1632329473.61	    1	4.16198011e-05	9.98460000e-05	-1.62764829e-10	  -10
#
1632329482.89	    2	4.16102189e-05	nan	6.18437189e-05	  -10
1632329483.89	    2	4.16102189e-05	nan	6.18444756e-05	  -10
1632329484.89	    2	4.16006388e-05	nan	6.18437189e-05	  -10
1632329485.89	    2	4.16006388e-05	nan	6.18453778e-05	  -10
1632329486.89	    2	4.16006388e-05	nan	6.18482591e-05	  -10
1632329487.89	    2	4.16006388e-05	nan	6.18472113e-05	  -10
